GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,target
-0.4730701353869239,-0.4648791439081874,0.03840736123688567,-0.7625848679183626,-0.3871419772485592,1
-0.15424846840022627,-0.5093778157952956,-0.028634572632593235,-1.1652762509807069,-0.7513463155701221,1
0.5707167439102959,-0.5672967218256133,-0.0034847073913412143,-0.36618352213472805,-0.22010564499063773,1
0.0793402939705616,-0.9120344132601478,-0.4076612229205825,-1.6560228868310427,-0.9100605628995411,1
0.6245905017684217,-0.6049675554046398,-0.07225386727208523,-0.00976475313533089,-0.6690352275751345,1
-0.6198358291309781,-0.12454670891974717,0.35949856317941464,0.4815509722506577,0.3833051694882638,1
0.6249353642495364,-0.8109799252523638,-0.36187026991440197,-1.4573116811116045,-1.0864375264280743,1
-0.41429504419167945,-0.12701885735791996,0.4810431399776448,0.3953265874447307,-0.19149260522654266,1
0.3110443354974393,-0.015206653907729252,0.45420583140872384,0.19007185187076286,-1.1879865419566047,1
0.5565943984015473,-0.3872187234744511,-0.002627326522003954,0.3906497633100561,0.27914916747912266,1
0.31378413580838543,-0.4454016104592935,-0.03863735934428778,-0.332619611760098,-0.1827754115134446,1
0.6729885269888848,-0.5324512012182407,-0.09355265849051775,-0.5813286116493704,-0.7654338742911526,1
-0.3077791427313708,-0.051849465984028245,0.4147084578509982,-0.39302932322761647,-0.03427872009470954,1
-0.9616011985158334,-0.33950590098024414,0.20989616937430353,-0.3467761042911487,0.39844246230347685,1
0.5126047388480214,-0.6936085538143846,-0.02566077082090906,-0.7436165868936414,-0.6795923692812709,1
0.3099034476889585,-0.3302843950583079,0.13824525382625594,0.022170204032479476,-0.5010599282558734,1
0.07128299144281024,-0.5331353172074372,-0.009223503090084701,-1.0501337086588574,-0.0886710360033919,1
-0.3821261484110642,-0.5597324980698571,0.06594496981186092,-1.2701130112915748,-0.9062385020018819,1
-1.5016675498722107,-0.19706306310614613,0.3784788511546578,-0.9916876798374157,-0.5498346894509362,1
1.5234473335708332,-0.2240735740026367,0.10982066833638074,-0.3577120302804906,-0.14299879714666114,1
0.6531735212145754,-0.6835344648757841,-0.03255347230187753,-1.3070065261974115,-1.109337847956372,1
0.5901666658772653,-0.11591941518880618,0.402730506451448,-0.6372272557972744,-0.6688595460840712,1
0.12196093477368267,-0.737079167940588,-0.39208783144373244,-1.5386577190374522,-0.730669131407312,1
