LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,target
0.9491651243051102,0.16128608290111637,0.8842419618247532,-0.046595311000258946,0.28315857588233345,0.7393633142876173,0.1370307511417179,-0.17015843779193734,0.8400020021152432,0.897076827308042,0.23668854672873427,-0.1299181115031394,0.32489892861042075,-0.3635129699624782,-0.28198948967852794,0.10054302174113824,5.2152664306559355,0.14347667329110197,-0.21737574783718533,-0.21308774259070312,-0.05831192548618377,-0.03517807284467229,-0.3332536174415699,-0.21308723476415176,-0.04773372148237252,-1.2896019213556051,0.6431242374200539,0.7099744828508303,0.3798652785842639,-0.3792036592317452,0.1574827858782655,-0.16624822214961418,0.43125340349170854,-0.038861638131913026,0.32952628232534753,0.6029491651924573,0.07899226050318899,0
-0.5419257278721689,0.00830902191374842,0.19947031290947326,-0.41068890393251495,-0.43257379432212467,0.4985236888870943,-0.009019470535101205,0.8094575843392326,0.32153463548245936,0.897076827308042,0.0053362508717023915,-0.3742742876369937,-0.09966515505745036,0.407494023666513,-0.28198948967852794,-0.46981011977222753,0.08148853797899899,-0.210963481908277,-0.2665798155024614,-0.29195215386337775,-0.34848617239799284,-0.4032207607142017,-0.24728569770232428,-0.2919527224613163,-0.33847978287571856,0.6588844077846846,0.6431242374200539,0.47690029991201355,-0.12330901391549047,1.2252848120170445,-0.38512277515586596,-0.3994524247224458,-0.32485529513737427,0.26657720192242,-0.5157084124572402,-0.3915659520396036,-0.503055974783467,0
-0.5419257278721689,-0.29764510006098743,-0.48530133600580677,-0.22864210746638694,-0.43257379432212467,-0.10357537461421296,-0.3011199138887394,-0.422962572535465,-0.19693273115032453,1.8223809377470352,-0.22601604498532948,-0.1299181115031394,-0.41808821780835365,0.15049169245684926,3.5462314611087606,-0.11882357114861782,0.08148853797899899,-0.1621475331456159,-0.29977774067421403,-0.2863433252745261,-0.3001237979126913,-0.3635853943282524,-0.24728569770232428,-0.2863420459376234,-0.30904000090858796,1.2774514964006494,-0.022279130626560714,-0.10578515743502846,-0.4435108364153342,-0.25084458153184197,-0.3444273580783061,-0.36213975231079276,-0.23034170780873892,0.26657720192242,-0.3387988251771637,-0.36676157499805107,-0.15382703361147343,0
-0.3431136142485317,-0.29764510006098743,-0.48530133600580677,-0.41068890393251495,-0.5348212757799043,0.016844438086048498,-0.3011199138887394,-0.012155853577232568,0.0623009521660674,0.897076827308042,-0.22601604498532948,-0.1299181115031394,-0.3119471968913859,-0.3635129699624782,-0.28198948967852794,-0.4259368011942763,-0.7741411108004905,-0.09123152735000221,-0.6904461815346592,-0.3133901377975487,-0.37266735964064357,-0.44851832229814376,0.5264255799508868,-0.3133891659186862,-0.37018478355390166,-0.7947482504628332,-0.022279130626560714,0.010751934034379929,-0.30628148391540116,0.13423265156786754,-0.38512277515586596,-0.4740777695457519,-0.18308491414442124,-0.49701989821341264,-0.47639517083944544,-0.8595730660311617,-0.46425275909769,0
-0.04489544381307585,-0.29764510006098743,-0.48530133600580677,0.13545148546586905,-0.5348212757799043,-0.4648348127149973,-0.3011199138887394,-0.48616360622134697,-0.4561664144667165,-0.9535313935699448,-0.45736834084236133,-1.316790967010431,-0.3119471968913859,-0.3635129699624782,-0.28198948967852794,-0.11882357114861782,0.9371181867584886,-0.09081190601393348,-0.2665798155024614,-0.2696064698824553,-0.25176142342738983,-0.2050439287844551,-0.24728569770232428,-0.26960703893488946,-0.24850787528121016,-0.7947482504628332,-0.46588137599097046,-0.4553964318432536,-0.30628148391540116,-0.3792036592317452,-0.20877596781977323,-0.19423272645835396,-0.32485529513737427,-0.8024587382677457,-0.24051572113267677,-0.15756239504382458,-0.07622060223991928,0
-0.24370755743671307,0.16128608290111637,0.8842419618247532,-0.41068890393251495,-0.5348212757799043,0.7393633142876173,0.1370307511417179,0.4934524159098229,0.8400020021152432,0.897076827308042,0.4680408425857661,0.42861029108852683,0.21875790769345296,-0.3635129699624782,-0.28198948967852794,-0.29431684546042264,-0.7741411108004905,-0.000313571201779526,-0.18358500257308003,-0.23647203008626638,-0.1550366744567868,-0.10878661041857816,-0.3332536174415699,-0.23647244580855528,-0.14954764433145787,-1.2896019213556051,0.6431242374200539,0.7099744828508303,0.24263592608433088,0.5193098846675771,-0.23590624587147982,-0.016997532503001938,-0.18308491414442124,-0.038861638131913026,-0.31914220436826635,-0.8595730660311617,-0.3478431120403588,0
-0.5419257278721689,-0.6035992220357234,-0.8276871604634468,-0.41068890393251495,-0.5348212757799043,-0.4648348127149973,-0.5932203572423775,0.08264569695159041,-0.4561664144667165,-0.9535313935699448,-0.45736834084236133,1.0220467188421727,-0.6657505999479452,-0.3635129699624782,-0.28198948967852794,-0.7330500312399347,-0.7741411108004905,-0.2601990520070068,-0.8890409124728218,-0.323623862908965,-0.4452109213685958,-0.5674244214559917,2.5036877339535373,-0.32362366084233934,-0.4513860222600644,1.2774514964006494,-0.46588137599097046,-0.4553964318432536,-0.6722264239152225,-0.18666504268189035,-0.5343393044402521,-0.5673594505748846,-0.5611392634589626,-1.1078975783220788,-0.6533047581195219,-0.8595730660311617,-0.7358752688981295,0
-0.5419257278721689,-0.29764510006098743,-0.8276871604634468,-0.41068890393251495,-0.5348212757799043,-0.4648348127149973,-0.3011199138887394,0.08264569695159041,-0.4561664144667165,-0.9535313935699448,-0.45736834084236133,-1.316790967010431,-0.38270787750269775,-0.3635129699624782,-0.28198948967852794,-0.46981011977222753,0.08148853797899899,-0.20788625877710637,-0.4260484203453442,-0.3036544618804308,-0.37266735964064357,-0.44851832229814376,-0.0753498582238329,-0.3036536442036618,-0.36374382358902285,-0.7947482504628332,-0.46588137599097046,-0.4553964318432536,-0.3977677189153565,0.390950806967674,-0.41225305320757255,-0.4554214333399254,-0.2775985014730566,0.41929662194958656,-0.5353650332661376,-0.8595730660311617,-0.503055974783467,0
2.837880203729664,0.926171387837956,-0.48530133600580677,2.866153432457789,3.8618204269046243,1.8231416285899704,0.8672818595258134,-0.454563089378406,1.876936735380811,0.897076827308042,0.0053362508717023915,-1.5262391179823058,0.7848433525839477,-0.3635129699624782,-0.28198948967852794,1.3728692605017234,-0.7741411108004905,-0.16354627093251162,4.1689001154806204,1.5621593291802407,0.6671236917933387,0.9670304772000462,-0.849061135877044,1.5621596468954244,0.6550564295790768,-1.5370287568019914,1.752129850831078,1.7588083060755058,0.7458102185840852,-0.6359218146315515,0.6865232078865436,1.1210389760524164,-0.13582812048010356,1.3356131421125859,2.1575920175528047,1.6891936767668636,1.8251369663631571,1
-0.6413317846839875,0.00830902191374842,0.19947031290947326,-0.41068890393251495,-0.5348212757799043,-0.4648348127149973,-0.009019470535101205,-0.07535688726311437,-0.4561664144667165,-0.9535313935699448,0.4680408425857661,1.0220467188421727,0.1479972270821411,-0.3635129699624782,-0.28198948967852794,-0.0749502525706666,-0.7741411108004905,0.05717455183963517,-0.026487678099608104,-0.18267316884909165,-0.034130738243533056,0.004457293541277031,-0.4192215371808157,-0.18267204562484463,-0.034174654322264776,-1.1968168580632104,-0.46588137599097046,-0.4553964318432536,0.1968928085843532,0.45513034581762546,0.1710479249041188,-0.11027921353213459,0.2422262288344378,-0.038861638131913026,-0.3781120667949585,-0.8595730660311617,-0.15382703361147343,0
-0.14430150062489447,-0.29764510006098743,-0.48530133600580677,-0.22864210746638694,-0.12583134994878548,0.016844438086048498,-0.3011199138887394,-0.17015843779193734,0.0623009521660674,0.897076827308042,-0.45736834084236133,-1.316790967010431,-0.3119471968913859,-0.3635129699624782,-0.28198948967852794,-0.38206348261632506,0.08148853797899899,-0.21376095748206847,0.6819323322618972,-0.16521942446522772,-0.17921786169943757,-0.18805734319047682,-0.6771252963985527,-0.16521907161636137,-0.18201040500550905,-0.7947482504628332,-0.022279130626560714,0.010751934034379929,-0.30628148391540116,-0.25084458153184197,-0.16808055074221337,-0.19423272645835396,-0.23034170780873892,0.8774548820310862,-0.31914220436826635,0.6029491651924573,-0.38664632772613583,0
-0.7407378414958061,4.597620851534787,1.9113994351976733,-0.41068890393251495,-0.5348212757799043,-0.4648348127149973,4.372487179769472,2.1998803254286345,-0.4561664144667165,-0.9535313935699448,1.8561546177279573,-1.3866070173343892,4.287497042843884,4.262528991811469,-0.28198948967852794,-0.8646699869737884,1.792747835537978,-0.3858057052702437,-1.0372459355610029,-0.32448859581743295,-0.4693921086112466,-0.6127219830399339,-0.9350290556162897,-0.3244885477372959,-0.4694916493953808,-0.1452528074160699,-0.46588137599097046,-0.4553964318432536,4.17654403108241,1.7387211228166572,-0.5614695824919587,-0.6233284591923641,-0.6556528507875979,-1.8714946784579114,0.7816285609299876,-0.8595730660311617,-0.8522849159554606,0
-0.6413317846839875,-0.4506221610483554,-0.48530133600580677,-0.22864210746638694,1.4078808719179103,-0.2239951873144744,-0.4471701355655585,-0.6757667072789928,-0.19693273115032453,0.897076827308042,-0.45736834084236133,-0.7233545392567853,-0.4888488984196655,-0.3635129699624782,-0.28198948967852794,0.056669703163187035,0.9371181867584886,-0.000313571201779526,0.42998379301198947,-0.06451538661808215,0.08677519796972075,0.17432314948105984,-0.5911573766593069,-0.06451518982154264,0.08033577909588695,-0.268966225139263,-0.24408025330876557,-0.22232224890443686,-0.48925395391531185,-0.8284604311814063,-0.11381999463880023,0.36545735971644194,-0.08857132681578589,0.8774548820310862,0.09364683261857887,1.4233656360196587,0.0013858291316348559,0
